Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,BREED,Bytes,Center Name,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,strain,sub_species,tissue,isolation_source,sample_type
SRR15464847,11,WXS,302,90112831720,PRJNA752630,SAMN20802096,Model organism or animal,irish setter,28254250456,UNIVERSITY OF PADUA,public,not applicable,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX11763953,Illumina NovaSeq 6000,not applicable,cf_DLBCL69,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-22T00:00:00Z,2021-08-16T06:34:00Z,1,26BLG_dlbcl,male,SRP332589,not applicable,familiaris,Lymph node,,
SRR15464848,6,WXS,302,87700230730,PRJNA752630,SAMN20802095,Model organism or animal,rottweiler,26604798663,UNIVERSITY OF PADUA,public,not applicable,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX11763952,Illumina NovaSeq 6000,not applicable,cf_DLBCL68,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-22T00:00:00Z,2021-08-16T04:49:00Z,1,25CON_dlbcl,female,SRP332589,not applicable,familiaris,Lymph node,,
SRR15464849,5,WXS,302,73103363636,PRJNA752630,SAMN20802094,Model organism or animal,english setter,22582799508,UNIVERSITY OF PADUA,public,not applicable,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX11763951,Illumina NovaSeq 6000,not applicable,cf_DLBCL67,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-22T00:00:00Z,2021-08-16T04:31:00Z,1,24STI_dlbcl,female,SRP332589,not applicable,familiaris,Lymph node,,
SRR15464850,4,WXS,302,69274697934,PRJNA752630,SAMN20802093,Model organism or animal,belgian shepherd,21153995249,UNIVERSITY OF PADUA,public,not applicable,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,SRX11763950,Illumina NovaSeq 6000,not applicable,cf_DLBCL66,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-22T00:00:00Z,2021-08-16T04:58:00Z,1,23MAT_dlbcl,female,SRP332589,not applicable,familiaris,Lymph node,,
SRR15464851,9,WXS,302,67250233384,PRJNA752630,SAMN20802092,Model organism or animal,mixed,21089228000,UNIVERSITY OF PADUA,public,not applicable,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX11763949,Illumina NovaSeq 6000,not applicable,cf_DLBCL65,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-22T00:00:00Z,2021-08-16T05:46:00Z,1,22ZAG_dlbcl,female,SRP332589,not applicable,familiaris,Lymph node,,
SRR15464852,6,WXS,302,69444261572,PRJNA752630,SAMN20802091,Model organism or animal,french bulldog,21745279012,UNIVERSITY OF PADUA,public,not applicable,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX11763948,Illumina NovaSeq 6000,not applicable,cf_DLBCL64,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-22T00:00:00Z,2021-08-16T04:54:00Z,1,21BRB_dlbcl,male,SRP332589,not applicable,familiaris,Lymph node,,
SRR15464853,7,WXS,301,80668695159,PRJNA752630,SAMN20802073,Model organism or animal,dachshund,26499329636,UNIVERSITY OF PADUA,public,not applicable,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX11763947,Illumina NovaSeq 6000,not applicable,cf_DLBCL46,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-22T00:00:00Z,2021-08-16T04:57:00Z,1,3MAT_dlbcl,female,SRP332589,not applicable,familiaris,Lymph node,,
SRR15464854,6,WXS,302,68176772706,PRJNA752630,SAMN20802090,Model organism or animal,mixed,21123416574,UNIVERSITY OF PADUA,public,not applicable,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX11763946,Illumina NovaSeq 6000,not applicable,cf_DLBCL63,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-22T00:00:00Z,2021-08-16T05:00:00Z,1,20MAR_dlbcl,female,SRP332589,not applicable,familiaris,Lymph node,,
SRR15464855,11,WXS,302,72283249114,PRJNA752630,SAMN20802089,Model organism or animal,border collie,22949429342,UNIVERSITY OF PADUA,public,not applicable,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX11763945,Illumina NovaSeq 6000,not applicable,cf_DLBCL62,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-22T00:00:00Z,2021-08-16T04:43:00Z,1,19BAR_dlbcl,male,SRP332589,not applicable,familiaris,Lymph node,,
SRR15464856,4,WXS,302,74609484446,PRJNA752630,SAMN20802088,Model organism or animal,rottweiler,23374584631,UNIVERSITY OF PADUA,public,not applicable,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,SRX11763944,Illumina NovaSeq 6000,not applicable,cf_DLBCL61,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-22T00:00:00Z,2021-08-16T06:07:00Z,1,18RUS_dlbcl,female,SRP332589,not applicable,familiaris,Lymph node,,
SRR15464857,10,WXS,302,75722360184,PRJNA752630,SAMN20802087,Model organism or animal,jack russell,23750119276,UNIVERSITY OF PADUA,public,not applicable,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX11763943,Illumina NovaSeq 6000,not applicable,cf_DLBCL60,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-22T00:00:00Z,2021-08-16T04:48:00Z,1,17MIN_dlbcl,female,SRP332589,not applicable,familiaris,Lymph node,,
SRR15464858,8,WXS,302,84066043364,PRJNA752630,SAMN20802086,Model organism or animal,mixed,26293583687,UNIVERSITY OF PADUA,public,not applicable,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX11763942,Illumina NovaSeq 6000,not applicable,cf_DLBCL59,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-22T00:00:00Z,2021-08-16T04:11:00Z,1,16BUR_dlbcl,male,SRP332589,not applicable,familiaris,Lymph node,,
SRR15464859,6,WXS,302,76254486902,PRJNA752630,SAMN20802085,Model organism or animal,beagle,23677243541,UNIVERSITY OF PADUA,public,not applicable,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX11763941,Illumina NovaSeq 6000,not applicable,cf_DLBCL58,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-22T00:00:00Z,2021-08-16T03:46:00Z,1,15DES_dlbcl,male,SRP332589,not applicable,familiaris,Lymph node,,
SRR15464860,6,WXS,302,79193960716,PRJNA752630,SAMN20802084,Model organism or animal,dobermann,24936481978,UNIVERSITY OF PADUA,public,not applicable,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,SRX11763940,Illumina NovaSeq 6000,not applicable,cf_DLBCL57,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-22T00:00:00Z,2021-08-16T05:51:00Z,1,14ALB_dlbcl,female,SRP332589,not applicable,familiaris,Lymph node,,
SRR15464861,10,WXS,302,71035783150,PRJNA752630,SAMN20802083,Model organism or animal,mixed,22064122615,UNIVERSITY OF PADUA,public,not applicable,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX11763939,Illumina NovaSeq 6000,not applicable,cf_DLBCL56,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-22T00:00:00Z,2021-08-16T04:44:00Z,1,13BAR_dlbcl,female,SRP332589,not applicable,familiaris,Lymph node,,
SRR15464862,10,WXS,302,71621466246,PRJNA752630,SAMN20802082,Model organism or animal,german shepherd,22041833729,UNIVERSITY OF PADUA,public,not applicable,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX11763938,Illumina NovaSeq 6000,not applicable,cf_DLBCL55,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-22T00:00:00Z,2021-08-16T03:47:00Z,1,12DIG_dlbcl,female,SRP332589,not applicable,familiaris,Lymph node,,
SRR15464863,13,WXS,302,69115356694,PRJNA752630,SAMN20802081,Model organism or animal,dobermann,21153297605,UNIVERSITY OF PADUA,public,not applicable,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX11763937,Illumina NovaSeq 6000,not applicable,cf_DLBCL54,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-22T00:00:00Z,2021-08-16T04:21:00Z,1,11CAR_dlbcl,male,SRP332589,not applicable,familiaris,Lymph node,,
SRR15464864,7,WXS,299,64467572201,PRJNA752630,SAMN20802072,Model organism or animal,bullmastiff,21036991911,UNIVERSITY OF PADUA,public,not applicable,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX11763936,Illumina NovaSeq 6000,not applicable,cf_DLBCL45,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-22T00:00:00Z,2021-08-16T03:40:00Z,1,2WHA_dlbcl,female,SRP332589,not applicable,familiaris,Lymph node,,
SRR15464865,6,WXS,300,51476661141,PRJNA752630,SAMN20802071,Model organism or animal,german shepherd,16486817904,UNIVERSITY OF PADUA,public,not applicable,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,SRX11763935,Illumina NovaSeq 6000,not applicable,cf_DLBCL44,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-22T00:00:00Z,2021-08-16T04:01:00Z,1,1BAC_dlbcl,female,SRP332589,not applicable,familiaris,Lymph node,,
SRR15461423,11,WXS,302,63037667094,PRJNA752630,SAMN08874628,Model organism or animal,American Staffordshire Terrier,19153904208,UNIVERSITY OF PADUA,public,not applicable,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX11760815,Illumina NovaSeq 6000,not applicable,cf_DLBCL10,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T13:15:00Z,1,23RAI,male,SRP332589,not applicable,familiaris,DLBCL,23RAI_DLBCL,tissue sample
SRR15461424,9,WXS,302,54212338610,PRJNA752630,SAMN08874667,Model organism or animal,German shepherd,16275882212,UNIVERSITY OF PADUA,public,not applicable,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX11760814,Illumina NovaSeq 6000,not applicable,cf_Punch43,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:46:00Z,1,6SBR,female,SRP332589,not applicable,familiaris,DLBCL,6SBR_DLBCL,tissue sample
SRR15461425,5,WXS,302,38728961992,PRJNA752630,SAMN08874666,Model organism or animal,Weimaraner,11884968215,UNIVERSITY OF PADUA,public,not applicable,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX11760813,Illumina NovaSeq 6000,not applicable,cf_Punch42,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:09:00Z,1,61RAP,female,SRP332589,not applicable,familiaris,DLBCL,61RAP_DLBCL,tissue sample
SRR15461426,10,WXS,302,58431308810,PRJNA752630,SAMN08874642,Model organism or animal,German shepherd,17768339994,UNIVERSITY OF PADUA,public,not applicable,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX11760812,Illumina NovaSeq 6000,not applicable,cf_Punch41,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:42:00Z,1,38GOV,female,SRP332589,not applicable,familiaris,DLBCL,38GOV_DLBCL,tissue sample
SRR15461427,6,WXS,302,55716864558,PRJNA752630,SAMN08874663,Model organism or animal,Welsh Corgi,16821395164,UNIVERSITY OF PADUA,public,not applicable,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX11760811,Illumina NovaSeq 6000,not applicable,cf_Punch40,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:38:00Z,1,59PIO,female,SRP332589,not applicable,familiaris,DLBCL,59PIO_DLBCL,tissue sample
SRR15461428,9,WXS,302,51917787004,PRJNA752630,SAMN08874662,Model organism or animal,mixed breed,15493430607,UNIVERSITY OF PADUA,public,not applicable,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX11760810,Illumina NovaSeq 6000,not applicable,cf_Punch39,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:08:00Z,1,58RIS,male,SRP332589,not applicable,familiaris,DLBCL,58RIS_DLBCL,tissue sample
SRR15461429,12,WXS,302,41863346002,PRJNA752630,SAMN08874661,Model organism or animal,mixed breed,12542765107,UNIVERSITY OF PADUA,public,not applicable,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX11760809,Illumina NovaSeq 6000,not applicable,cf_Punch38,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:31:00Z,1,57DIL,male,SRP332589,not applicable,familiaris,DLBCL,57DIL_DLBCL,tissue sample
SRR15461430,6,WXS,302,58236964864,PRJNA752630,SAMN08874627,Model organism or animal,Jack Russel,17546170151,UNIVERSITY OF PADUA,public,not applicable,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX11760808,Illumina NovaSeq 6000,not applicable,cf_DLBCL9,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:03:00Z,1,21STA,male,SRP332589,not applicable,familiaris,DLBCL,21STA_DLBCL,tissue sample
SRR15461431,5,WXS,302,47318717188,PRJNA752630,SAMN08874660,Model organism or animal,Beagle,14393473281,UNIVERSITY OF PADUA,public,not applicable,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX11760807,Illumina NovaSeq 6000,not applicable,cf_Punch37,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:25:00Z,1,56GAL,female,SRP332589,not applicable,familiaris,DLBCL,56GAL_DLBCL,tissue sample
SRR15461432,3,WXS,302,41827793656,PRJNA752630,SAMN08874659,Model organism or animal,Great Dane,13365292287,UNIVERSITY OF PADUA,public,not applicable,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX11760806,Illumina NovaSeq 6000,not applicable,cf_Punch36,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:42:00Z,1,55DIA,male,SRP332589,not applicable,familiaris,DLBCL,55DIA_DLBCL,tissue sample
SRR15461433,5,WXS,302,45780432170,PRJNA752630,SAMN08874658,Model organism or animal,Labrador,13735444110,UNIVERSITY OF PADUA,public,not applicable,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,SRX11760805,Illumina NovaSeq 6000,not applicable,cf_Punch35,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:13:00Z,1,53GUE,female,SRP332589,not applicable,familiaris,DLBCL,53GUE_DLBCL,tissue sample
SRR15461434,3,WXS,302,55858896366,PRJNA752630,SAMN08874657,Model organism or animal,Rottweiler,16985750607,UNIVERSITY OF PADUA,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX11760804,Illumina NovaSeq 6000,not applicable,cf_Punch34,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:16:00Z,1,52SOL,male,SRP332589,not applicable,familiaris,DLBCL,52SOL_DLBCL,tissue sample
SRR15461435,11,WXS,302,56520414078,PRJNA752630,SAMN08874656,Model organism or animal,German shepherd,17090960187,UNIVERSITY OF PADUA,public,not applicable,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX11760803,Illumina NovaSeq 6000,not applicable,cf_Punch33,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:12:00Z,1,50RUZ,female,SRP332589,not applicable,familiaris,DLBCL,50RUZ_DLBCL,tissue sample
SRR15461436,6,WXS,302,46484734826,PRJNA752630,SAMN08874655,Model organism or animal,mixed breed,14047517507,UNIVERSITY OF PADUA,public,not applicable,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX11760802,Illumina NovaSeq 6000,not applicable,cf_Punch32,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:55:00Z,1,4DIG,male,SRP332589,not applicable,familiaris,DLBCL,4DIG_DLBCL,tissue sample
SRR15461437,6,WXS,302,52638624764,PRJNA752630,SAMN08874654,Model organism or animal,Golden retriever,15894939767,UNIVERSITY OF PADUA,public,not applicable,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX11760801,Illumina NovaSeq 6000,not applicable,cf_Punch31,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:54:00Z,1,49CAV,female,SRP332589,not applicable,familiaris,DLBCL,49CAV_DLBCL,tissue sample
SRR15461438,13,WXS,302,36871847420,PRJNA752630,SAMN08874653,Model organism or animal,mixed breed,11513786574,UNIVERSITY OF PADUA,public,not applicable,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX11760800,Illumina NovaSeq 6000,not applicable,cf_Punch30,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:08:00Z,1,48CAS,male,SRP332589,not applicable,familiaris,DLBCL,48CAS_DLBCL,tissue sample
SRR15461439,10,WXS,302,54271376590,PRJNA752630,SAMN08874652,Model organism or animal,Basset hound,16424051883,UNIVERSITY OF PADUA,public,not applicable,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX11760799,Illumina NovaSeq 6000,not applicable,cf_Punch29,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:42:00Z,1,47GIA,female,SRP332589,not applicable,familiaris,DLBCL,47GIA_DLBCL,tissue sample
SRR15461440,10,WXS,302,45442472728,PRJNA752630,SAMN08874651,Model organism or animal,Golden retriever,13656753738,UNIVERSITY OF PADUA,public,not applicable,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX11760798,Illumina NovaSeq 6000,not applicable,cf_Punch28,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:38:00Z,1,46MAR,male,SRP332589,not applicable,familiaris,DLBCL,46MAR_DLBCL,tissue sample
SRR15461441,15,WXS,302,63406552846,PRJNA752630,SAMN08874625,Model organism or animal,English Setter,19229854685,UNIVERSITY OF PADUA,public,not applicable,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX11760797,Illumina NovaSeq 6000,not applicable,cf_DLBCL8,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T13:09:00Z,1,19DON,male,SRP332589,not applicable,familiaris,DLBCL,19DON_DLBCL,tissue sample
SRR15461442,10,WXS,302,50824384226,PRJNA752630,SAMN08874650,Model organism or animal,Fox terrier,15512227515,UNIVERSITY OF PADUA,public,not applicable,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX11760796,Illumina NovaSeq 6000,not applicable,cf_Punch27,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:07:00Z,1,45FON,male,SRP332589,not applicable,familiaris,DLBCL,45FON_DLBCL,tissue sample
SRR15461443,4,WXS,302,44076440054,PRJNA752630,SAMN08874649,Model organism or animal,Bloodhound,13499593351,UNIVERSITY OF PADUA,public,not applicable,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,SRX11760795,Illumina NovaSeq 6000,not applicable,cf_Punch26,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:36:00Z,1,44GHE,male,SRP332589,not applicable,familiaris,DLBCL,44GHE_DLBCL,tissue sample
SRR15461444,9,WXS,302,37721502072,PRJNA752630,SAMN08874648,Model organism or animal,Dobermann,11923336884,UNIVERSITY OF PADUA,public,not applicable,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX11760794,Illumina NovaSeq 6000,not applicable,cf_Punch25,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:09:00Z,1,43GIA,female,SRP332589,not applicable,familiaris,DLBCL,43GIA_DLBCL,tissue sample
SRR15461445,13,WXS,302,41110363060,PRJNA752630,SAMN08874646,Model organism or animal,mixed breed,12519089855,UNIVERSITY OF PADUA,public,not applicable,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX11760793,Illumina NovaSeq 6000,not applicable,cf_Punch24,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:23:00Z,1,41RAI,female,SRP332589,not applicable,familiaris,DLBCL,41RAI_DLBCL,tissue sample
SRR15461446,4,WXS,302,54796868972,PRJNA752630,SAMN08874645,Model organism or animal,German shepherd,16653928248,UNIVERSITY OF PADUA,public,not applicable,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX11760792,Illumina NovaSeq 6000,not applicable,cf_Punch23,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T13:22:00Z,1,40PIN,male,SRP332589,not applicable,familiaris,DLBCL,40PIN_DLBCL,tissue sample
SRR15461447,5,WXS,302,53191731724,PRJNA752630,SAMN08874643,Model organism or animal,Mountain dog,16020939395,UNIVERSITY OF PADUA,public,not applicable,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX11760791,Illumina NovaSeq 6000,not applicable,cf_Punch22,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:52:00Z,1,39BER,female,SRP332589,not applicable,familiaris,DLBCL,39BER_DLBCL,tissue sample
SRR15461448,7,WXS,302,47138302388,PRJNA752630,SAMN08874641,Model organism or animal,American Staffordshire Terrier,14236358473,UNIVERSITY OF PADUA,public,not applicable,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX11760790,Illumina NovaSeq 6000,not applicable,cf_Punch21,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:03:00Z,1,37BEG,male,SRP332589,not applicable,familiaris,DLBCL,37BEG_DLBCL,tissue sample
SRR15461449,4,WXS,302,50901131788,PRJNA752630,SAMN08874640,Model organism or animal,French Bulldog,15388201354,UNIVERSITY OF PADUA,public,not applicable,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX11760789,Illumina NovaSeq 6000,not applicable,cf_Punch20,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T13:17:00Z,1,36REI,female,SRP332589,not applicable,familiaris,DLBCL,36REI_DLBCL,tissue sample
SRR15461450,10,WXS,302,43802992644,PRJNA752630,SAMN08874639,Model organism or animal,mixed breed,13093242007,UNIVERSITY OF PADUA,public,not applicable,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,SRX11760788,Illumina NovaSeq 6000,not applicable,cf_Punch19,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:54:00Z,1,35ANG,female,SRP332589,not applicable,familiaris,DLBCL,35ANG_DLBCL,tissue sample
SRR15461451,7,WXS,302,48681063952,PRJNA752630,SAMN08874638,Model organism or animal,Golden retriever,14702279424,UNIVERSITY OF PADUA,public,not applicable,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,SRX11760787,Illumina NovaSeq 6000,not applicable,cf_Punch18,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:08:00Z,1,34BOR,male,SRP332589,not applicable,familiaris,DLBCL,34BOR_DLBCL,tissue sample
SRR15461452,7,WXS,302,59276301790,PRJNA752630,SAMN08874624,Model organism or animal,Border collie,18048569032,UNIVERSITY OF PADUA,public,not applicable,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,SRX11760786,Illumina NovaSeq 6000,not applicable,cf_DLBCL7,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T13:08:00Z,1,18COR,female,SRP332589,not applicable,familiaris,DLBCL,18COR_DLBCL,tissue sample
